society;n_employe;city;country;command_date;n_command;product_name;total_price
Ricardo Adocicados;5;Rio de Janeiro;Brésil;26/02/1996;10851;Raclette Courdavault;10 972,50 F
Rattlesnake Canyon Grocery;8;Albuquerque;États-Unis;26/02/1996;10852;Tarte au sucre;12 325,00 F
Rattlesnake Canyon Grocery;8;Albuquerque;États-Unis;26/02/1996;10852;Chang;1 425,00 F
Rattlesnake Canyon Grocery;8;Albuquerque;États-Unis;26/02/1996;10852;Alice Mutton;1 170,00 F
Blauer See Delikatessen;9;Mannheim;Allemagne;27/02/1996;10853;Carnarvon Tigers;3 125,00 F
Ernst Handel;3;Graz;Autriche;27/02/1996;10854;Konbu;1 657,50 F
Old World Delicatessen;3;Anchorage;États-Unis;27/02/1996;10855;Pavlova;4 362,50 F
Old World Delicatessen;3;Anchorage;États-Unis;27/02/1996;10855;Louisiana Fiery Hot Pepper Sauce;1 341,94 F
Antonio Moreno Taquería;3;México D.F.;Mexique;28/02/1996;10856;Chang;1 900,00 F
Antonio Moreno Taquería;3;México D.F.;Mexique;28/02/1996;10856;Singaporean Hokkien Fried Mee;1 400,00 F
Berglunds snabbköp;8;Luleå;Suède;28/02/1996;10857;Aniseed Syrup;1 500,00 F
Berglunds snabbköp;8;Luleå;Suède;28/02/1996;10857;Thüringer Rostbratwurst;4 642,13 F
La corne d'abondance;2;Versailles;France;29/02/1996;10858;Uncle Bob's Organic Dried Pears;750,00 F
La corne d'abondance;2;Versailles;France;29/02/1996;10858;Schoggi Schokolade;2 195,00 F
La corne d'abondance;2;Versailles;France;29/02/1996;10858;Outback Lager;300,00 F
Frankenversand;1;München;Allemagne;29/02/1996;10859;Tourtière;977,81 F
France restauration;3;Nantes;France;29/02/1996;10860;Manjimup Dried Apples;795,00 F
France restauration;3;Nantes;France;29/02/1996;10860;Lakkalikööri;1 800,00 F
White Clover Markets;4;Seattle;États-Unis;01/03/1996;10861;Carnarvon Tigers;6 250,00 F
White Clover Markets;4;Seattle;États-Unis;01/03/1996;10861;Sir Rodney's Scones;2 000,00 F
White Clover Markets;4;Seattle;États-Unis;01/03/1996;10861;Tarte au sucre;739,50 F
Lehmanns Marktstand;8;Frankfurt a.M.;Allemagne;01/03/1996;10862;Queso Cabrales;2 625,00 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;04/03/1996;10863;Chai;1 530,00 F
Around the Horn;4;London;Royaume-Uni;04/03/1996;10864;Steeleye Stout;360,00 F
QUICK-Stop;2;Cunewalde;Allemagne;04/03/1996;10865;Côte de Blaye;75 097,50 F
QUICK-Stop;2;Cunewalde;Allemagne;04/03/1996;10865;Chartreuse verte;6 840,00 F
Berglunds snabbköp;5;Luleå;Suède;05/03/1996;10866;Chang;1 496,25 F
Lonesome Pine Restaurant;6;Portland;États-Unis;05/03/1996;10867;Perth Pasties;492,00 F
Queen Cozinha;7;São Paulo;Brésil;06/03/1996;10868;Maxilaku;3 780,00 F
Queen Cozinha;7;São Paulo;Brésil;06/03/1996;10868;Steeleye Stout;2 700,00 F
Seven Seas Imports;5;London;Royaume-Uni;06/03/1996;10869;Chai;3 600,00 F
Seven Seas Imports;5;London;Royaume-Uni;06/03/1996;10869;Queso Cabrales;1 050,00 F
Seven Seas Imports;5;London;Royaume-Uni;06/03/1996;10869;Tunnbröd;2 250,00 F
Wolski  Zajazd;5;Warszawa;Pologne;06/03/1996;10870;Steeleye Stout;270,00 F
Wolski  Zajazd;5;Warszawa;Pologne;06/03/1996;10870;Manjimup Dried Apples;530,00 F
Bon app';9;Marseille;France;07/03/1996;10871;Pavlova;994,65 F
Bon app';9;Marseille;France;07/03/1996;10871;Alice Mutton;2 964,00 F
Godos Cocina Típica;5;Sevilla;Espagne;07/03/1996;10872;Wimmers gute Semmelknödel;2 369,06 F
Godos Cocina Típica;5;Sevilla;Espagne;07/03/1996;10872;Louisiana Fiery Hot Pepper Sauce;2 099,74 F
Godos Cocina Típica;5;Sevilla;Espagne;07/03/1996;10872;Tarte au sucre;4 683,50 F
Wilman Kala;4;Helsinki;Finlande;08/03/1996;10873;Rössle Sauerkraut;684,00 F
Wilman Kala;4;Helsinki;Finlande;08/03/1996;10873;Sir Rodney's Scones;1 000,00 F
Berglunds snabbköp;4;Luleå;Suède;08/03/1996;10875;Teatime Chocolate Biscuits;1 150,00 F
Berglunds snabbköp;4;Luleå;Suède;08/03/1996;10875;Zaanse koeken;897,75 F
Berglunds snabbköp;4;Luleå;Suède;08/03/1996;10875;Maxilaku;1 500,00 F
Bon app';7;Marseille;France;11/03/1996;10876;Spegesild;1 260,00 F
Bon app';7;Marseille;France;11/03/1996;10876;Wimmers gute Semmelknödel;3 325,00 F
Ricardo Adocicados;1;Rio de Janeiro;Brésil;11/03/1996;10877;Pavlova;1 963,13 F
Ricardo Adocicados;1;Rio de Janeiro;Brésil;11/03/1996;10877;Carnarvon Tigers;7 812,50 F
QUICK-Stop;4;Cunewalde;Allemagne;12/03/1996;10878;Sir Rodney's Marmalade;7 695,00 F
Wilman Kala;3;Helsinki;Finlande;12/03/1996;10879;Boston Crab Meat;1 104,00 F
Wilman Kala;3;Helsinki;Finlande;12/03/1996;10879;Lakkalikööri;900,00 F
Wilman Kala;3;Helsinki;Finlande;12/03/1996;10879;Louisiana Fiery Hot Pepper Sauce;1 052,50 F
Folk och fä HB;7;Bräcke;Suède;12/03/1996;10880;Tunnbröd;1 080,00 F
Folk och fä HB;7;Bräcke;Suède;12/03/1996;10880;Sirop d'érable;3 420,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1996;10882;Singaporean Hokkien Fried Mee;1 750,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1996;10882;Maxilaku;1 700,00 F
Save-a-lot Markets;4;Boise;États-Unis;13/03/1996;10882;Tourtière;1 013,20 F
Let's Stop N Shop;4;San Francisco;États-Unis;14/03/1996;10884;Sir Rodney's Scones;1 900,00 F
Let's Stop N Shop;4;San Francisco;États-Unis;14/03/1996;10884;Louisiana Fiery Hot Pepper Sauce;1 199,85 F
Suprêmes délices;6;Charleroi;Belgique;14/03/1996;10885;Original Frankfurter grüne Soße;1 625,00 F
Suprêmes délices;6;Charleroi;Belgique;14/03/1996;10885;Chang;1 900,00 F
Suprêmes délices;6;Charleroi;Belgique;14/03/1996;10885;Outback Lager;2 250,00 F
Hanari Carnes;1;Rio de Janeiro;Brésil;15/03/1996;10886;Original Frankfurter grüne Soße;2 600,00 F
Galería del gastrónomo;8;Barcelona;Espagne;15/03/1996;10887;NuNuCa Nuß-Nougat-Creme;350,00 F
Godos Cocina Típica;1;Sevilla;Espagne;18/03/1996;10888;Chang;1 900,00 F
Rattlesnake Canyon Grocery;9;Albuquerque;États-Unis;18/03/1996;10889;Queso Cabrales;4 200,00 F
Rattlesnake Canyon Grocery;9;Albuquerque;États-Unis;18/03/1996;10889;Côte de Blaye;52 700,00 F
Du monde entier;7;Nantes;France;18/03/1996;10890;Alice Mutton;2 925,00 F
Du monde entier;7;Nantes;France;18/03/1996;10890;Sasquatch Ale;700,00 F
Du monde entier;7;Nantes;France;18/03/1996;10890;Jack's New England Clam Chowder;675,50 F
Maison Dewey;4;Bruxelles;Belgique;19/03/1996;10892;Raclette Courdavault;10 450,00 F
Königlich Essen;9;Brandenburg;Allemagne;20/03/1996;10893;Northwoods Cranberry Sauce;6 000,00 F
Königlich Essen;9;Brandenburg;Allemagne;20/03/1996;10893;Thüringer Rostbratwurst;14 854,80 F
Save-a-lot Markets;1;Boise;États-Unis;20/03/1996;10894;Konbu;798,00 F
Save-a-lot Markets;1;Boise;États-Unis;20/03/1996;10894;Rhönbräu Klosterbier;4 417,50 F
Ernst Handel;3;Graz;Autriche;20/03/1996;10895;Chartreuse verte;4 050,00 F
Ernst Handel;3;Graz;Autriche;20/03/1996;10895;Boston Crab Meat;8 372,00 F
Ernst Handel;3;Graz;Autriche;20/03/1996;10895;Camembert Pierrot;17 000,00 F
Maison Dewey;7;Bruxelles;Belgique;21/03/1996;10896;Røgede sild;712,50 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;21/03/1996;10897;Thüringer Rostbratwurst;49 516,00 F
Océano Atlántico Ltda.;4;Buenos Aires;Argentine;22/03/1996;10898;Konbu;150,00 F
LILA-Supermercado;5;Barquisimeto;Venezuela;22/03/1996;10899;Chartreuse verte;612,00 F
Wellington Importadora;1;Resende;Brésil;22/03/1996;10900;Outback Lager;168,75 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;25/03/1996;10901;Jack's New England Clam Chowder;1 447,50 F
Folk och fä HB;1;Bräcke;Suède;25/03/1996;10902;Pâté chinois;3 060,00 F
Folk och fä HB;1;Bräcke;Suède;25/03/1996;10902;Tarte au sucre;1 257,15 F
Hanari Carnes;3;Rio de Janeiro;Brésil;26/03/1996;10903;Louisiana Fiery Hot Pepper Sauce;2 210,25 F
Hanari Carnes;3;Rio de Janeiro;Brésil;26/03/1996;10903;Konbu;1 200,00 F
White Clover Markets;3;Seattle;États-Unis;26/03/1996;10904;Tarte au sucre;8 627,50 F
Wellington Importadora;9;Resende;Brésil;26/03/1996;10905;Chai;1 710,00 F
Wolski  Zajazd;4;Warszawa;Pologne;27/03/1996;10906;Sirop d'érable;2 137,50 F
Spécialités du monde;6;Paris;France;27/03/1996;10907;Rhönbräu Klosterbier;542,50 F
Reggiani Caseifici;4;Reggio Emilia;Italie;28/03/1996;10908;Uncle Bob's Organic Dried Pears;2 850,00 F
Santé Gourmet;1;Stavern;Norvège;28/03/1996;10909;Uncle Bob's Organic Dried Pears;1 800,00 F
Santé Gourmet;1;Stavern;Norvège;28/03/1996;10909;Pavlova;1 308,75 F
Santé Gourmet;1;Stavern;Norvège;28/03/1996;10909;Jack's New England Clam Chowder;241,25 F
Wilman Kala;1;Helsinki;Finlande;28/03/1996;10910;Teatime Chocolate Biscuits;552,00 F
Wilman Kala;1;Helsinki;Finlande;28/03/1996;10910;Sirop d'érable;712,50 F
Wilman Kala;1;Helsinki;Finlande;28/03/1996;10910;Maxilaku;1 000,00 F
Godos Cocina Típica;3;Sevilla;Espagne;28/03/1996;10911;Chai;900,00 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;28/03/1996;10912;Queso Cabrales;3 150,00 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;28/03/1996;10912;Thüringer Rostbratwurst;27 852,75 F
Queen Cozinha;4;São Paulo;Brésil;28/03/1996;10913;Chef Anton's Cajun Seasoning;2 475,00 F
Tortuga Restaurante;2;México D.F.;Mexique;29/03/1996;10915;Tourtière;372,50 F
Rancho grande;1;Buenos Aires;Argentine;29/03/1996;10916;Pavlova;523,50 F
Rancho grande;1;Buenos Aires;Argentine;29/03/1996;10916;Mascarpone Fabioli;960,00 F
Romero y tomillo;4;Madrid;Espagne;01/04/1996;10917;Nord-Ost Matjeshering;129,45 F
Romero y tomillo;4;Madrid;Espagne;01/04/1996;10917;Camembert Pierrot;1 700,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;01/04/1996;10918;Chai;4 050,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;01/04/1996;10918;Camembert Pierrot;3 187,50 F
LINO-Delicateses;2;I. de Margarita;Venezuela;01/04/1996;10919;NuNuCa Nuß-Nougat-Creme;1 680,00 F
LINO-Delicateses;2;I. de Margarita;Venezuela;01/04/1996;10919;Boston Crab Meat;1 840,00 F
LINO-Delicateses;2;I. de Margarita;Venezuela;01/04/1996;10919;Pavlova;2 094,00 F
Around the Horn;4;London;Royaume-Uni;02/04/1996;10920;Valkoinen suklaa;1 950,00 F
Vaffeljernet;1;Århus;Danemark;02/04/1996;10921;Steeleye Stout;900,00 F
Vaffeljernet;1;Århus;Danemark;02/04/1996;10921;Vegie-spread;8 780,00 F
La maison d'Asie;7;Toulouse;France;02/04/1996;10923;Singaporean Hokkien Fried Mee;560,00 F
Berglunds snabbköp;3;Luleå;Suède;03/04/1996;10924;Rössle Sauerkraut;6 156,00 F
Berglunds snabbköp;3;Luleå;Suède;03/04/1996;10924;Rhönbräu Klosterbier;232,50 F
Ana Trujillo Emparedados y helados;4;México D.F.;Mexique;03/04/1996;10926;Queso Cabrales;210,00 F
Ana Trujillo Emparedados y helados;4;México D.F.;Mexique;03/04/1996;10926;Mozzarella di Giovanni;1 740,00 F
Ana Trujillo Emparedados y helados;4;México D.F.;Mexique;03/04/1996;10926;Konbu;300,00 F
Ana Trujillo Emparedados y helados;4;México D.F.;Mexique;03/04/1996;10926;Teatime Chocolate Biscuits;322,00 F
La corne d'abondance;4;Versailles;France;04/04/1996;10927;Sir Rodney's Marmalade;2 025,00 F
La corne d'abondance;4;Versailles;France;04/04/1996;10927;Lakkalikööri;1 800,00 F
Galería del gastrónomo;1;Barcelona;Espagne;04/04/1996;10928;Zaanse koeken;237,50 F
Galería del gastrónomo;1;Barcelona;Espagne;04/04/1996;10928;Lakkalikööri;450,00 F
Frankenversand;6;München;Allemagne;04/04/1996;10929;Sir Rodney's Scones;3 000,00 F
Frankenversand;6;München;Allemagne;04/04/1996;10929;Rhönbräu Klosterbier;1 898,75 F
Frankenversand;6;München;Allemagne;04/04/1996;10929;Original Frankfurter grüne Soße;975,00 F
Suprêmes délices;4;Charleroi;Belgique;05/04/1996;10930;Schoggi Schokolade;5 487,50 F
Suprêmes délices;4;Charleroi;Belgique;05/04/1996;10930;Sir Rodney's Scones;1 800,00 F
7;4;Genève;Suisse;05/04/1996;10931;Konbu;1 071,00 F
7;4;Genève;Suisse;05/04/1996;10931;Ravioli Angelo;2 925,00 F
Bon app';8;Marseille;France;05/04/1996;10932;Pavlova;2 355,75 F
Bon app';8;Marseille;France;05/04/1996;10932;Tarte au sucre;3 105,90 F
Bon app';8;Marseille;France;05/04/1996;10932;Mozzarella di Giovanni;2 784,00 F
Bon app';8;Marseille;France;05/04/1996;10932;Rhönbräu Klosterbier;697,50 F
Island Trading;6;Cowes;Royaume-Uni;05/04/1996;10933;Perth Pasties;328,00 F
Island Trading;6;Cowes;Royaume-Uni;05/04/1996;10933;Sirop d'érable;4 275,00 F
Wellington Importadora;4;Resende;Brésil;08/04/1996;10935;Chai;1 890,00 F
Wellington Importadora;4;Resende;Brésil;08/04/1996;10935;Carnarvon Tigers;937,50 F
Wellington Importadora;4;Resende;Brésil;08/04/1996;10935;Tunnbröd;270,00 F
Cactus Comidas para llevar;7;Buenos Aires;Argentine;09/04/1996;10937;Sasquatch Ale;1 400,00 F
QUICK-Stop;3;Cunewalde;Allemagne;09/04/1996;10938;Camembert Pierrot;6 247,50 F
QUICK-Stop;3;Cunewalde;Allemagne;09/04/1996;10938;Konbu;450,00 F
Magazzini Alimentari Riuniti;2;Bergamo;Italie;09/04/1996;10939;Chang;807,50 F
Bon app';8;Marseille;France;10/04/1996;10940;Uncle Bob's Organic Dried Pears;1 200,00 F
Bon app';8;Marseille;France;10/04/1996;10940;Konbu;600,00 F
Save-a-lot Markets;7;Boise;États-Unis;10/04/1996;10941;Tarte au sucre;5 546,25 F
Save-a-lot Markets;7;Boise;États-Unis;10/04/1996;10941;Mozzarella di Giovanni;8 700,00 F
Reggiani Caseifici;9;Reggio Emilia;Italie;10/04/1996;10942;Maxilaku;2 800,00 F
B's Beverages;4;London;Royaume-Uni;10/04/1996;10943;Konbu;450,00 F
B's Beverages;4;London;Royaume-Uni;10/04/1996;10943;Spegesild;900,00 F
Bottom-Dollar Markets;6;Tsawassen;Canada;11/04/1996;10944;Queso Cabrales;393,75 F
Morgenstern Gesundkost;4;Leipzig;Allemagne;11/04/1996;10945;Konbu;600,00 F
Vaffeljernet;1;Århus;Danemark;11/04/1996;10946;Original Frankfurter grüne Soße;2 600,00 F
B's Beverages;3;London;Royaume-Uni;12/04/1996;10947;Raclette Courdavault;1 100,00 F
Godos Cocina Típica;3;Sevilla;Espagne;12/04/1996;10948;Valkoinen suklaa;731,25 F
Godos Cocina Típica;3;Sevilla;Espagne;12/04/1996;10948;Manjimup Dried Apples;10 600,00 F
Godos Cocina Típica;3;Sevilla;Espagne;12/04/1996;10948;Pâté chinois;480,00 F
Bottom-Dollar Markets;2;Tsawassen;Canada;12/04/1996;10949;Tarte au sucre;14 790,00 F
Magazzini Alimentari Riuniti;1;Bergamo;Italie;15/04/1996;10950;Chef Anton's Cajun Seasoning;550,00 F
7;9;Genève;Suisse;15/04/1996;10951;Jack's New England Clam Chowder;275,02 F
7;9;Genève;Suisse;15/04/1996;10951;Rhönbräu Klosterbier;1 840,62 F
Alfreds Futterkiste;1;Berlin;Allemagne;15/04/1996;10952;Rössle Sauerkraut;456,00 F
Around the Horn;9;London;Royaume-Uni;15/04/1996;10953;Sir Rodney's Marmalade;19 237,50 F
LINO-Delicateses;5;I. de Margarita;Venezuela;16/04/1996;10954;Camembert Pierrot;3 468,00 F
LINO-Delicateses;5;I. de Margarita;Venezuela;16/04/1996;10954;Røgede sild;1 425,00 F
LINO-Delicateses;5;I. de Margarita;Venezuela;16/04/1996;10954;Pavlova;2 076,55 F
Folk och fä HB;8;Bräcke;Suède;16/04/1996;10955;Rhönbräu Klosterbier;372,00 F
Blauer See Delikatessen;6;Mannheim;Allemagne;16/04/1996;10956;Sir Rodney's Scones;600,00 F
Blauer See Delikatessen;6;Mannheim;Allemagne;16/04/1996;10956;Zaanse koeken;665,00 F
Blauer See Delikatessen;6;Mannheim;Allemagne;16/04/1996;10956;Manjimup Dried Apples;2 120,00 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;17/04/1996;10957;Nord-Ost Matjeshering;3 883,50 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;17/04/1996;10957;Steeleye Stout;3 600,00 F
HILARIÓN-Abastos;8;San Cristóbal;Venezuela;17/04/1996;10957;Wimmers gute Semmelknödel;1 330,00 F
Océano Atlántico Ltda.;7;Buenos Aires;Argentine;17/04/1996;10958;Uncle Bob's Organic Dried Pears;900,00 F
Océano Atlántico Ltda.;7;Buenos Aires;Argentine;17/04/1996;10958;Mozzarella di Giovanni;870,00 F
Océano Atlántico Ltda.;7;Buenos Aires;Argentine;17/04/1996;10958;Chef Anton's Gumbo Mix;2 135,00 F
Gourmet Lanchonetes;6;Campinas;Brésil;17/04/1996;10959;Rhönbräu Klosterbier;658,75 F
HILARIÓN-Abastos;3;San Cristóbal;Venezuela;18/04/1996;10960;Jack's New England Clam Chowder;1 158,00 F
Queen Cozinha;8;São Paulo;Brésil;18/04/1996;10961;Lakkalikööri;5 400,00 F
QUICK-Stop;8;Cunewalde;Allemagne;18/04/1996;10962;Uncle Bob's Organic Dried Pears;6 750,00 F
QUICK-Stop;8;Cunewalde;Allemagne;18/04/1996;10962;Konbu;2 310,00 F
QUICK-Stop;8;Cunewalde;Allemagne;18/04/1996;10962;Perth Pasties;3 280,00 F
QUICK-Stop;8;Cunewalde;Allemagne;18/04/1996;10962;Lakkalikööri;3 960,00 F
Furia Bacalhau e Frutos do Mar;9;Lisboa;Portugal;18/04/1996;10963;Camembert Pierrot;289,00 F
Spécialités du monde;3;Paris;France;19/04/1996;10964;Carnarvon Tigers;1 875,00 F
Spécialités du monde;3;Paris;France;19/04/1996;10964;Côte de Blaye;6 587,50 F
Old World Delicatessen;6;Anchorage;États-Unis;19/04/1996;10965;Manjimup Dried Apples;4 240,00 F
Chop-suey Chinese;4;Bern;Suisse;19/04/1996;10966;Tarte au sucre;2 514,30 F
Toms Spezialitäten;2;Münster;Allemagne;22/04/1996;10967;Teatime Chocolate Biscuits;552,00 F
Toms Spezialitäten;2;Münster;Allemagne;22/04/1996;10967;Maxilaku;4 000,00 F
Ernst Handel;1;Graz;Autriche;22/04/1996;10968;Queso Manchego La Pastora;5 700,00 F
Ernst Handel;1;Graz;Autriche;22/04/1996;10968;Wimmers gute Semmelknödel;665,00 F
Comércio Mineiro;1;São Paulo;Brésil;22/04/1996;10969;Spegesild;540,00 F
France restauration;2;Nantes;France;23/04/1996;10971;Thüringer Rostbratwurst;8 665,30 F
La corne d'abondance;6;Versailles;France;23/04/1996;10973;Rhönbräu Klosterbier;387,50 F
Split Rail Beer & Ale;3;Lander;États-Unis;24/04/1996;10974;Vegie-spread;2 195,00 F
Bottom-Dollar Markets;1;Tsawassen;Canada;24/04/1996;10975;Rhönbräu Klosterbier;387,50 F
Bottom-Dollar Markets;1;Tsawassen;Canada;24/04/1996;10975;Northwoods Cranberry Sauce;3 200,00 F
HILARIÓN-Abastos;1;San Cristóbal;Venezuela;24/04/1996;10976;Rössle Sauerkraut;4 560,00 F
Folk och fä HB;8;Bräcke;Suède;25/04/1996;10977;Zaanse koeken;1 425,00 F
Folk och fä HB;8;Bräcke;Suède;25/04/1996;10977;Manjimup Dried Apples;2 650,00 F
Folk och fä HB;8;Bräcke;Suède;25/04/1996;10977;Vegie-spread;4 390,00 F
Folk och fä HB;8;Bräcke;Suède;25/04/1996;10977;Chartreuse verte;2 700,00 F
Maison Dewey;9;Bruxelles;Belgique;25/04/1996;10978;Northwoods Cranberry Sauce;3 400,00 F
Maison Dewey;9;Bruxelles;Belgique;25/04/1996;10978;Sir Rodney's Scones;1 700,00 F
Maison Dewey;9;Bruxelles;Belgique;25/04/1996;10978;Boston Crab Meat;920,00 F
Ernst Handel;8;Graz;Autriche;25/04/1996;10979;Vegie-spread;7 682,50 F
Ernst Handel;8;Graz;Autriche;25/04/1996;10979;Uncle Bob's Organic Dried Pears;2 700,00 F
Ernst Handel;8;Graz;Autriche;25/04/1996;10979;Queso Manchego La Pastora;3 800,00 F
Ernst Handel;8;Graz;Autriche;25/04/1996;10979;Schoggi Schokolade;6 585,00 F
Folk och fä HB;4;Bräcke;Suède;26/04/1996;10980;Rhönbräu Klosterbier;1 240,00 F
Hanari Carnes;1;Rio de Janeiro;Brésil;26/04/1996;10981;Côte de Blaye;79 050,00 F
Bottom-Dollar Markets;2;Tsawassen;Canada;26/04/1996;10982;Uncle Bob's Organic Dried Pears;3 000,00 F
Save-a-lot Markets;2;Boise;États-Unis;26/04/1996;10983;Konbu;2 142,00 F
Save-a-lot Markets;1;Boise;États-Unis;29/04/1996;10984;Pavlova;4 798,75 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;29/04/1996;10985;Pavlova;2 826,90 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;29/04/1996;10985;Carnarvon Tigers;2 250,00 F
Hungry Owl All-Night Grocers;2;Cork;Irlande;29/04/1996;10985;Mascarpone Fabioli;5 040,00 F
Océano Atlántico Ltda.;8;Buenos Aires;Argentine;29/04/1996;10986;Original Frankfurter grüne Soße;975,00 F
Océano Atlántico Ltda.;8;Buenos Aires;Argentine;29/04/1996;10986;Sir Rodney's Marmalade;6 075,00 F
Océano Atlántico Ltda.;8;Buenos Aires;Argentine;29/04/1996;10986;Lakkalikööri;900,00 F
Eastern Connection;8;London;Royaume-Uni;30/04/1996;10987;Uncle Bob's Organic Dried Pears;9 000,00 F
Eastern Connection;8;London;Royaume-Uni;30/04/1996;10987;Mozzarella di Giovanni;3 480,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;30/04/1996;10988;Uncle Bob's Organic Dried Pears;9 000,00 F
Rattlesnake Canyon Grocery;3;Albuquerque;États-Unis;30/04/1996;10988;Tarte au sucre;8 874,00 F
Que Delícia;2;Rio de Janeiro;Brésil;30/04/1996;10989;Queso Cabrales;1 575,00 F
Ernst Handel;2;Graz;Autriche;01/05/1996;10990;Sir Rodney's Scones;3 250,00 F
Ernst Handel;2;Graz;Autriche;01/05/1996;10990;Sasquatch Ale;3 570,00 F
Ernst Handel;2;Graz;Autriche;01/05/1996;10990;Pâté chinois;6 630,00 F
Ernst Handel;2;Graz;Autriche;01/05/1996;10990;Sirop d'érable;7 994,25 F
QUICK-Stop;1;Cunewalde;Allemagne;01/05/1996;10991;Lakkalikööri;6 480,00 F
QUICK-Stop;1;Cunewalde;Allemagne;01/05/1996;10991;Chang;3 800,00 F
QUICK-Stop;1;Cunewalde;Allemagne;01/05/1996;10991;Outback Lager;1 200,00 F
The Big Cheese;1;Portland;États-Unis;01/05/1996;10992;Mozzarella di Giovanni;348,00 F
Folk och fä HB;7;Bräcke;Suède;01/05/1996;10993;Thüringer Rostbratwurst;23 210,62 F
Vaffeljernet;2;Århus;Danemark;02/05/1996;10994;Raclette Courdavault;4 702,50 F
Pericles Comidas clásicas;1;México D.F.;Mexique;02/05/1996;10995;Manjimup Dried Apples;5 300,00 F
Pericles Comidas clásicas;1;México D.F.;Mexique;02/05/1996;10995;Camembert Pierrot;680,00 F
QUICK-Stop;4;Cunewalde;Allemagne;02/05/1996;10996;Singaporean Hokkien Fried Mee;2 800,00 F
LILA-Supermercado;8;Barquisimeto;Venezuela;03/05/1996;10997;Mascarpone Fabioli;8 000,00 F
LILA-Supermercado;8;Barquisimeto;Venezuela;03/05/1996;10997;Spegesild;900,00 F
Wolski  Zajazd;8;Warszawa;Pologne;03/05/1996;10998;Sirop d'érable;997,50 F
Wolski  Zajazd;8;Warszawa;Pologne;03/05/1996;10998;Longlife Tofu;1 000,00 F
Wolski  Zajazd;8;Warszawa;Pologne;03/05/1996;10998;Rhönbräu Klosterbier;1 162,50 F
Ottilies Käseladen;6;Köln;Allemagne;03/05/1996;10999;Jack's New England Clam Chowder;916,75 F
Ottilies Käseladen;6;Köln;Allemagne;03/05/1996;10999;Manjimup Dried Apples;3 776,25 F
Ottilies Käseladen;6;Köln;Allemagne;03/05/1996;10999;Original Frankfurter grüne Soße;1 296,75 F
Rattlesnake Canyon Grocery;2;Albuquerque;États-Unis;06/05/1996;11000;Chef Anton's Cajun Seasoning;2 062,50 F
Rattlesnake Canyon Grocery;2;Albuquerque;États-Unis;06/05/1996;11000;Original Frankfurter grüne Soße;1 950,00 F
Folk och fä HB;2;Bräcke;Suède;06/05/1996;11001;Uncle Bob's Organic Dried Pears;9 000,00 F
Folk och fä HB;2;Bräcke;Suède;06/05/1996;11001;Spegesild;1 500,00 F
Folk och fä HB;2;Bräcke;Suède;06/05/1996;11001;Pâté chinois;720,00 F
Save-a-lot Markets;4;Boise;États-Unis;06/05/1996;11002;Konbu;1 680,00 F
Save-a-lot Markets;4;Boise;États-Unis;06/05/1996;11002;Steeleye Stout;1 147,50 F
Save-a-lot Markets;4;Boise;États-Unis;06/05/1996;11002;Singaporean Hokkien Fried Mee;1 428,00 F
The Cracker Box;3;Butte;États-Unis;06/05/1996;11003;Boston Crab Meat;920,00 F
The Cracker Box;3;Butte;États-Unis;06/05/1996;11003;Chai;360,00 F
Maison Dewey;3;Bruxelles;Belgique;07/05/1996;11004;Lakkalikööri;540,00 F
Wilman Kala;2;Helsinki;Finlande;07/05/1996;11005;Chai;180,00 F
Wilman Kala;2;Helsinki;Finlande;07/05/1996;11005;Raclette Courdavault;2 750,00 F
Great Lakes Food Market;3;Eugene;États-Unis;07/05/1996;11006;Chai;720,00 F
Great Lakes Food Market;3;Eugene;États-Unis;07/05/1996;11006;Thüringer Rostbratwurst;928,43 F
Princesa Isabel Vinhos;8;Lisboa;Portugal;08/05/1996;11007;Northwoods Cranberry Sauce;6 000,00 F
Princesa Isabel Vinhos;8;Lisboa;Portugal;08/05/1996;11007;Thüringer Rostbratwurst;6 189,50 F
Princesa Isabel Vinhos;8;Lisboa;Portugal;08/05/1996;11007;Singaporean Hokkien Fried Mee;980,00 F
Ernst Handel;7;Graz;Autriche;08/05/1996;11008;Rössle Sauerkraut;15 162,00 F
Ernst Handel;7;Graz;Autriche;08/05/1996;11008;Sasquatch Ale;5 985,00 F
Godos Cocina Típica;2;Sevilla;Espagne;08/05/1996;11009;Camembert Pierrot;1 530,00 F
Reggiani Caseifici;2;Reggio Emilia;Italie;09/05/1996;11010;Uncle Bob's Organic Dried Pears;3 000,00 F
